playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,FIP,WHIP
mahlety01,2017,1,CIN,NL,1,2,4,4,0,0,0,NULL,19,6,0,11,14,NULL,2.7,1,NULL,4,0,92,NULL,6,NULL,NULL,NULL,20,4.010,1.500
manaese01,2017,1,OAK,AL,12,10,29,29,0,0,0,NULL,167,77,18,55,140,NULL,4.37,1,NULL,10,0,692,NULL,88,NULL,NULL,NULL,158,4.100,1.399
manesse01,2017,1,KCR,AL,1,0,8,0,0,0,0,NULL,16,4,3,2,4,NULL,3.72,0,NULL,0,0,45,NULL,5,NULL,NULL,NULL,9,6.990,1.862
mapledi01,2017,1,CHC,NL,0,0,6,0,0,0,0,NULL,6,6,0,6,11,NULL,10.13,0,NULL,0,0,27,NULL,6,NULL,NULL,NULL,5,2.410,2.250
marinjh01,2017,1,TEX,AL,0,0,4,0,0,0,0,NULL,7,2,0,3,5,NULL,2.35,0,NULL,2,0,33,NULL,2,NULL,NULL,NULL,7,3.810,1.304
marinjh01,2017,2,PIT,NL,0,1,24,0,0,0,0,NULL,34,12,4,12,26,NULL,3.18,1,NULL,4,0,148,NULL,12,NULL,NULL,NULL,34,4.570,1.353
marinjh01,2017,3,MIL,NL,0,2,15,0,0,0,0,NULL,23,10,2,11,14,NULL,5.4,2,NULL,1,0,81,NULL,12,NULL,NULL,NULL,16,5.200,2.040
marksju01,2017,1,TBR,AL,0,0,1,0,0,0,0,NULL,2,1,1,1,1,NULL,6.75,0,NULL,0,0,7,NULL,1,NULL,NULL,NULL,1,13.660,2.250
marquge01,2017,1,COL,NL,11,7,29,29,0,0,0,NULL,174,79,25,49,147,NULL,4.39,3,NULL,8,0,701,NULL,82,NULL,NULL,NULL,162,4.400,1.377
marshev01,2017,1,SEA,AL,0,0,6,0,0,0,0,NULL,12,8,1,5,4,NULL,9.39,1,NULL,0,0,38,NULL,8,NULL,NULL,NULL,7,5.770,2.217
martefr01,2017,1,HOU,AL,5,2,32,4,0,0,0,NULL,51,35,7,31,69,NULL,5.8,3,NULL,8,0,249,NULL,40,NULL,NULL,NULL,54,4.450,1.509
martica04,2017,1,STL,NL,12,11,32,32,2,2,0,NULL,179,83,27,71,217,NULL,3.64,3,NULL,8,0,858,NULL,93,NULL,NULL,NULL,205,3.910,1.220
martico01,2017,1,SEA,AL,0,0,1,0,0,0,0,NULL,5,3,0,2,0,NULL,13.5,0,NULL,0,0,13,NULL,4,NULL,NULL,NULL,2,6.160,3.500
martiky01,2017,1,BOS,AL,0,0,2,0,0,0,0,NULL,2,1,1,2,1,NULL,3.86,0,NULL,0,0,11,NULL,1,NULL,NULL,NULL,2,10.440,1.714
martile01,2017,1,CHC,NL,0,0,1,0,0,0,0,NULL,3,2,1,0,0,NULL,27,0,NULL,0,0,5,NULL,2,NULL,NULL,NULL,0,22.660,4.500
martimi02,2017,1,CLE,AL,0,0,1,0,0,0,0,NULL,1,0,0,0,0,NULL,0,0,NULL,0,0,4,NULL,0,NULL,NULL,NULL,1,3.160,1.000
martini01,2017,1,TEX,AL,3,8,23,18,0,0,0,NULL,124,70,26,28,67,NULL,5.66,0,NULL,2,0,478,NULL,74,NULL,NULL,NULL,111,5.800,1.365
matonph01,2017,1,SDP,NL,3,2,46,0,0,0,1,NULL,41,20,10,14,46,NULL,4.19,0,NULL,1,0,180,NULL,23,NULL,NULL,NULL,43,5.090,1.279
matzst01,2017,1,NYM,NL,2,7,13,13,0,0,0,NULL,83,45,12,19,48,NULL,6.08,2,NULL,3,0,298,NULL,46,NULL,NULL,NULL,66,5.050,1.530
maurebr01,2017,1,SDP,NL,1,4,42,0,0,0,20,NULL,39,25,4,8,38,NULL,5.72,1,NULL,1,0,162,NULL,25,NULL,NULL,NULL,39,3.230,1.195
maurebr01,2017,2,KCR,AL,2,2,26,0,0,0,2,NULL,34,18,4,11,21,NULL,8.1,1,NULL,0,0,105,NULL,18,NULL,NULL,NULL,20,5.310,2.250
mayermi01,2017,1,STL,NL,0,0,3,0,0,0,0,NULL,8,6,2,4,3,NULL,11.57,1,NULL,0,0,25,NULL,8,NULL,NULL,NULL,4,10.020,2.571
mayzati01,2017,1,TOR,AL,1,0,19,0,0,0,0,NULL,24,13,3,4,27,NULL,6.88,0,NULL,0,0,79,NULL,15,NULL,NULL,NULL,17,2.980,1.647
mazzoco01,2017,1,SDP,NL,0,0,6,0,0,0,0,NULL,17,12,5,4,4,NULL,13.5,0,NULL,1,0,46,NULL,16,NULL,NULL,NULL,8,12.160,2.625
mcallza01,2017,1,CLE,AL,2,2,50,0,0,0,0,NULL,53,18,8,21,66,NULL,2.61,0,NULL,1,0,249,NULL,18,NULL,NULL,NULL,62,3.770,1.194
mccarbr01,2017,1,LAD,NL,6,4,19,16,0,0,0,NULL,89,41,5,27,72,NULL,3.98,0,NULL,3,0,384,NULL,43,NULL,NULL,NULL,92,3.280,1.252
mccarke01,2017,1,KCR,AL,1,0,33,0,0,0,0,NULL,50,16,4,13,27,NULL,3.2,0,NULL,0,0,196,NULL,23,NULL,NULL,NULL,45,3.980,1.400
mcculla02,2017,1,HOU,AL,7,4,22,22,0,0,0,NULL,114,56,8,40,132,NULL,4.25,1,NULL,11,1,512,NULL,61,NULL,NULL,NULL,118,3.100,1.298
mcfartj01,2017,1,ARI,NL,4,5,43,1,0,0,0,NULL,65,32,4,17,29,NULL,5.33,6,NULL,2,0,241,NULL,42,NULL,NULL,NULL,54,4.100,1.519
mcgeeja01,2017,1,COL,NL,0,2,62,0,0,0,3,NULL,47,23,4,16,58,NULL,3.61,0,NULL,1,0,229,NULL,23,NULL,NULL,NULL,57,2.930,1.099
mcgowdu01,2017,1,MIA,NL,8,2,63,0,0,0,0,NULL,77,41,13,27,64,NULL,4.75,5,NULL,2,0,330,NULL,42,NULL,NULL,NULL,77,4.810,1.339
mcgowke01,2017,1,NYM,NL,0,0,8,0,0,0,0,NULL,8,5,2,6,8,NULL,5.19,0,NULL,0,0,40,NULL,5,NULL,NULL,NULL,8,6.390,1.615
mcgraky01,2017,1,SDP,NL,0,0,17,0,0,0,0,NULL,14,6,2,6,16,NULL,2.84,1,NULL,0,0,75,NULL,6,NULL,NULL,NULL,19,3.790,1.053
mcguide02,2017,1,CIN,NL,1,1,6,2,0,0,0,NULL,10,4,1,2,11,NULL,2.63,0,NULL,1,0,56,NULL,6,NULL,NULL,NULL,13,3.160,0.878
mchugco01,2017,1,HOU,AL,5,2,12,12,0,0,0,NULL,62,25,7,20,62,NULL,3.55,0,NULL,5,0,271,NULL,27,NULL,NULL,NULL,63,3.820,1.295
mejiaad01,2017,1,MIN,AL,4,7,21,21,0,0,0,NULL,110,49,13,44,85,NULL,4.5,4,NULL,5,2,443,NULL,52,NULL,NULL,NULL,98,4.650,1.571
melanma01,2017,1,SFG,NL,1,2,32,0,0,0,11,NULL,37,15,3,6,29,NULL,4.5,0,NULL,1,0,130,NULL,16,NULL,NULL,NULL,30,3.220,1.433
mellake01,2017,1,CIN,NL,0,0,2,0,0,0,0,NULL,5,3,1,2,1,NULL,6.75,1,NULL,0,0,19,NULL,3,NULL,NULL,NULL,4,7.410,1.750
melviti01,2017,1,SDP,NL,0,0,2,0,0,0,0,NULL,3,2,0,3,3,NULL,7.71,0,NULL,0,0,12,NULL,3,NULL,NULL,NULL,2,4.440,2.571
melviti01,2017,2,MIN,AL,0,1,1,1,0,0,0,NULL,4,5,1,3,4,NULL,13.5,0,NULL,1,0,18,NULL,5,NULL,NULL,NULL,3,8.260,2.100
mendeyo01,2017,1,TEX,AL,0,1,7,0,0,0,0,NULL,13,7,3,3,7,NULL,5.11,0,NULL,1,0,52,NULL,9,NULL,NULL,NULL,12,6.160,1.297
mengdda01,2017,1,OAK,AL,3,2,7,7,1,1,0,NULL,36,15,6,9,29,NULL,3.14,0,NULL,0,0,169,NULL,16,NULL,NULL,NULL,43,4.250,1.047
merriry01,2017,1,CLE,AL,2,0,5,4,0,0,0,NULL,26,4,0,4,7,NULL,1.74,0,NULL,0,0,89,NULL,6,NULL,NULL,NULL,20,3.060,1.452
meyeral01,2017,1,LAA,AL,4,5,13,13,0,0,0,NULL,48,28,6,42,75,NULL,3.74,0,NULL,4,1,292,NULL,30,NULL,NULL,NULL,67,4.140,1.337
middlke01,2017,1,LAA,AL,6,1,64,0,0,0,3,NULL,60,25,11,18,63,NULL,3.86,2,NULL,0,0,246,NULL,25,NULL,NULL,NULL,58,4.380,1.337
mileywa01,2017,1,BAL,AL,8,15,32,32,0,0,0,NULL,179,98,25,93,142,NULL,5.61,1,NULL,4,0,728,NULL,104,NULL,NULL,NULL,157,5.270,1.729
millean01,2017,1,CLE,AL,4,3,57,0,0,0,2,NULL,31,10,3,21,95,NULL,1.44,0,NULL,5,0,244,NULL,11,NULL,NULL,NULL,62,1.990,0.830
